Barcode,Name,PRICE
6291023103814,DF MINT (NANA),60
6291023103821,DF MISRY SWEET,30
6291023103838,DF MISRY SWEET,60
6291023103869,DF MIX FRUITS,247
6291023103852,DF MIX FRUITS,127
6291023103883,DF MIX FRUITS,487
6291023103890,DF MIX MASALA (GARAM MASALA),87
6291023103906,DF MIX MASALA (GARAM MASALA),167
6291023103913,DF MIX MASALA (GARAM MASALA),164
6291023139769,DF MONOSODIUM GLUTAMATE,173
6291023141724,DF MOONG DAAL 800 GMS,102
6291023141731,DF MOONG WHOLE (GREEN) 800GMS,102
6291023104057,DF MOONG WHOLE GREEN INDIA,100
6291023104040,DF MOONG WHOLE GREEN INDIA,97
6291023012178,DF MUSTARD OIL,65
6291023012185,DF MUSTARD OIL,65
6291023104125,DF MUSTARD POWDER,47
6291023104132,DF MUSTARD POWDER,74
6291023104156,DF MUSTARD SEED,34
6291023104163,DF MUSTARD SEED,60
6291023136874,DF OATS CAN TWIN PACK,6
6291023136881,DF OATS POUCH TWIN PACK,77
6291023139202,DF OLIVE OIL,139
6291023139196,DF OLIVE OIL,117
9201110108513,DF OLIVE OIL,222
6291023162873,DF OLIVE OIL,180
6291023104286,DF ONION POWDER,80
6291023104293,DF ONION POWDER,134
6291023137949,DF ORANGE INSTANT DRINK POWDE,140
6291023104323,DF OREGANO,140
6291023135242,DF PAN CAKE SYRUP,112
6291023106075,DF PAPRIKA POWDER SWEET,94
6291023106082,DF PAPRIKA POWDER SWEET,160
6291023105481,DF PAR BOILED RICE,44
6291023107799,DF PARSLEY JAR,57
6291023104514,DF PEANUT RAW,74
6291023104521,DF PEANUT RAW,127
6291023104507,DF PEANUT RAW,47
6291023137963,DF PINEAPPLE INSTANT DRINK PO,140
6291023104705,DF PISTA PEELED,294
6291023104712,DF PISTA PEELED,600
6291023104842,DF PISTA SALTED,327
6291023104835,DF PISTA SALTED,167
6291023104873,DF PISTA UNSALTED,160
6291023104880,DF PISTA UNSALTED,360
6291023104903,DF PISTA UNSALTED,640
106010442011,DF PIZZA SAUCE,43
6291023139905,DF POMACE OLIVE OIL,189
6291023107188,DF PONNI RICE,54
6291023105009,DF POP CORN,54
6291023104972,DF POP CORN (MAIZE),50
6291023105948,DF POP CORN CAN,56
6291023105108,DF POWA,64
6291023105115,DF POWA,40
6291023105122,DF POWA,67
6291023103487,DF RAGI POWDER,67
6291023103012,DF RAGI WHOLE,60
6291023105221,DF RED BEANS,160
6291023105238,DF RED BEANS,174
6291023105252,DF RED CHOWRI,134
6291023105351,DF RICE BROWN,50
6291023105368,DF RICE BROWN,97
6291023107157,DF RICE EGYPTIAN,170
6291023105382,DF RICE EGYPTION,140
6291023104064,DF RICE IDLI,57
6291023106457,DF RICE SUPER BASMATI,97
6291023106464,DF RICE SUPER BASMATI,190
6291023411216,DF ROSE WATER,22
6291023102237,DF ROSEMERY,74
6291023105580,DF SABOODANA (SAGO) INDIA,34
6291023105597,DF SABOODANA (SAGO) INDIA,60
6291023105610,DF SABOODANA (SAGO) INDIA,114
6291023107263,DF SALT BOTTLE,18
6291023107270,DF SALT PKT,16.68
6291023137079,DF SALTED CASHEWS,264
6291023136997,DF SALTED MIX NUTS,140
6291023136928,DF SALTED PEANUTS,7.5
6291023136959,DF SALTED PEANUTS,80
6291023137031,DF SALTED PISTAS,264
6291023100714,DF SEED SESAME (TILL),74
6291023101025,DF SEED SESAME (TILL),108
6291023105894,DF SEED SUNFLOWER,54
6291023105917,DF SEED SUNFLOWER,94
6291023106181,DF SEED TILL BLACK,87
6291023106204,DF SEED TILL ROASTED,87
6291023106211,DF SEED TILL ROASTED,160
6291023105689,DF SEMOLINA (SUJI),67
6291023105665,DF SEMOLINA (SUJI),60
6291023138977,DF SEMOLINA CAN,103.5
6291023410622,DF SEMOLINA CAN WC,117
6291023107058,DF SHAHI JEERA,154
6291023139950,DF SOY SAUCE,50
6291023139967,DF SOY SAUCE,50
6291023139974,DF SOY SAUCE,32
6291023134702,DF SOY SAUCE,44
6291023134719,DF SOY SAUCE,37
6291023105863,DF SOYA BEANS,89.7
6291023109526,DF STAR ANISEED,138
6291023107133,DF SUGAR,180
6291023113028,DF SUGAR,175
6291023117200,DF SUGAR,174
6291023151365,DF SUNFLOWER OIL 6X1.5LTR,75
6291023135556,DF SYRUP CHOCOLATE,67
6291023135563,DF SYRUP STRAWBERRY,60
106010318125,DF TOMATO KETCHUP SACHET,54
6291023137970,DF TROPICAL INSTANT DRINK POW,140
6291023106266,DF TUK MALANGA,94
6291023106273,DF TUK MALANGA,187
6291023106389,DF URAD BLACK WHOLE,127
6291023106396,DF URAD BLACK WHOLE,134
6291023105306,DF URAD GOTA,134
6291023109519,DF URAD GOTA,127
6291023108215,DF VANILLA FLAVOUR,134
6291023410554,DF VINEGAR RED BTL,36
6291023410547,DF VINEGAR RED BTL,36
6291023410578,DF VINEGAR WHITE BTL,32
6291023410585,DF VINEGAR WHITE BTL,32
6291023410561,DF VINEGAR WHITE PVC,27
6291023103722,DF WADI SOYA -NUTRELLA,74
6291023106488,DF WALNUT PEELED,354
6291023106471,DF WALNUT PEELED,180
6291023106587,DF WHITE BEANS,124
6291023106594,DF WHITE BEANS,127
6291023105955,DF WHITE OATS,106
6291023108307,DF WHITE OATS POUCH,87
6291023106600,DF WHITE PEAS,57
6291023106617,DF WHITE PEAS,60
6291023106686,DF WHITE PEPPER POWDER,167
6291023105504,DF WHITE RICE,37
6291023105511,DF WHITE RICE,74
6291023103067,DF ZATTAR,54
6291023103074,DF ZATTAR,87
8886012900024,DAHLIA BC002 TOILET BLUE CLEAN,68.5
8886012381168,DAHLIA D-116 DEHUMIDIFIER REFL,39
8886012381175,DAHLIA D-117 ODOR ABSORBER FRZ,63
8886012381199,DAHLIA D-119 ODOR ABSORBER,63
8886012802052,DAHLIA K-205 NAPTHALENE,31.97
8886012800218,DAHLIA K-21 NAPTHALENE,85.73
8886012802151,DAHLIA K-215 NAPTHALENE,144.9
8886012880227,DAHLIA K-22EX NAPTHALENE EX QT,48.3
8886012802304,DAHLIA K-230 KAPUR BARUS HANGR,66.7
8886012892312,DAHLIA K-231 CLOSET FRESHENER,74.82
8886012822326,DAHLIA K-232 BASKET HANGER,31
8886012882337,DAHLIA K-233 TRNDY DEODRZR AST,66.41
8886012800249,DAHLIA K-24 DEODORIZER REFIL,35.37
8886012802427,DAHLIA K-242 SUPER REFILL QLT,35.7
8886012883242,DAHLIA K-24SG DEODORIZER LEMON,44.22
8886012800270,DAHLIA K-27 DEODORANT BALL,72.1
8886012802724,DAHLIA K-272 DOUBLE BALL,117.67
8886012800294,DAHLIA K-29 DEODORANT FLOWER,68.02
8886012800317,DAHLIA K-31 TOILET BALL  5 PC,74.15
8886012883136,DAHLIA K-313 TOILET BALL 3 PCS,92.82
8886012883167,DAHLIA K-316 FRESH BOUQUET,76.07
8886012800324,DAHLIA K-32 TOILET BALL 6 PCS,87.07
8886012800331,DAHLIA K-33W NAPTHALENE TBALL,60.95
8886012800348,DAHLIA K-34 NAPTHALENE TBALL,55
8886012800355,DAHLIA K-35 NAPTHALENE TBALL,58
8886012800362,DAHLIA K-36 NAPTHALENE TBALL,55
8886012803813,DAHLIA K-381 MY LOVE,53
8886012889015,DAHLIA MD-1 MOTH HANGER NBALL,78
104090001517,DAILY FRESH HOMMUS TAHINEH OP,27
6271006262219,DAILY FRESH PROCESD GREEN PEAS,19
105010454710,DAILY FRESH SUPER BASMATI RICE,120
8964000683415,EBM BISCUIT CLICK,72
8964000685761,EBM BISCUIT NANKHATAI,72
8964000682470,EBM BISCUIT PARTY PIK,72
8964000682173,EBM BISCUIT PEANUT PIK,72
8964000682289,EBM BISCUIT PISTA PIK,72
8964000682890,EBM BISCUIT SALTISH,72
8964000681008,EBM BISCUIT SOOPER FAMILY PACK,72
8964000681015,EBM BISCUIT SOOPER HALF ROLL,230.4
8964000681077,EBM BISCUIT SOOPER SNACK PACK,230.4
8964000681053,EBM BISCUIT SOOPER TICKY PACK,259.2
8964002755080,EBM CAKE SOOPER PLAIN,108
8964000681886,EBM CAKE UP CHOCOLATE,161.28
8964000681947,EBM CAKE UP DOUBLE CHOCOLATE,161.28
8964000681909,EBM CAKE UP STRAWBERRY,161.28
8964000685679,EBM COOKIE CHOCOLICIOUS D CHOC,72
8964000685549,EBM COOKIE CHOCOLICIOUS VANILA,72
5701215001534,EMBORG CHICKEN FRANK (REGULAR),163.2
5701215001541,EMBORG CHICKEN FRANK HOT&SPICY,176.8
5704025022331,EMBORG FRENCH FRIES CRNKLE CUT,129.5
5704025022324,EMBORG FRENCH FRIES SHOESTRING,129.5
5704025022348,,129.5
5704025022355,EMBORG FRENCH FRIES STRAIT CUT,100
6291023141427,FRESHCO CORN FLOUR,45
23857806823,FRONTIER LIGHTER FLUID,126
23857806427,FRONTIER LIGHTER FLUID,216
5060402903533,GALAXY CHOCO SMOOTH MLK SPREAD,65.7
5056357900963,GALAXY CHOCOLATE ROUNDS BISC,105
5060402907296,GALAXY COOKIES CHOCOLATE,86
5056357903858,GALAXY COOKIES W HAZELNUT,90
5056357908303,GALAXY DGST BSCT SMTH MLK 300G,231
5056357900406,GALAXY MILK DRINK SPORTS CAP,66
107070064519,GO BADAM 5+1 180 ML OFFER,62
8906001022282,GO BADAM MILK,74.4
106020198014,GOLDEN GLORY HNY JAR SPL PRICE,96
4891460223223,GOLDEN GLORY HONEY JERRY CAN,100
106020195716,GOLDEN GLORY HONEY PURE SQUEEZ,111
106020197918,GOLDEN GLORY HONEY TWIN PK,78
9310804000382,GOLDEN GLORY PURE HONEY JAR,129
9310804000399,GOLDEN GLORY PURE HONEY JAR,98
8906001021421,GOWARDHAN FROZEN PANEER,203
8906001021292,GOWARDHAN FROZEN PANEER,221
8906001023036,GOWARDHAN PREMIUM GHEE,485.76
8906001023043,GOWARDHAN PREMIUM GHEE,485.76
4806516700238,GS FZ SLICED BANANA,238.8
4806516700504,GS FZ SWEETENED BANANA,238.8
4806516700122,GS FZ TURON,456
4806516700276,GS FZ TURONITOS,456
4806516700368,GS FZ TURONITOS PINEAPPLE,456
4806516700375,GS FZ TURONITOS UBE,456
4806516700092,GS FZ WHOLE BANANA,249.6
8850632200284,HARTBEAT CANDY BLACKCURRANT,110
8850632200260,HARTBEAT CANDY CORAZON STRW MT,110
8850632200864,HARTBEAT CANDY LOVE&PASSION,110
8850632200031,HARTBEAT CANDY LYCHEE,110
8850632202332,HARTBEAT CANDY LYCHEE,134.2
8850632200048,HARTBEAT CANDY MELON,110
8850632202349,HARTBEAT CANDY MELON,134.2
8850632205708,HARTBEAT CANDY MINI HEART,198.72
9010000381321,HARTBEAT CANDY MIXED FLAVOURS,134.2
102021038717,HARTBEAT CANDY MIXED@SPL PRICE,111.6
8850632200017,HARTBEAT CANDY STRAWBERRY,110
8850632202318,HARTBEAT CANDY STRAWBERRY,134.2
8850632202325,HARTBEAT CANDY TUTTIFRUITI,134.2
8850632200055,HARTBEAT CANDY TUTTIFRUITY,110
8850632608745,HARTBEAT SOUR PUNK CUBE,216
8850632600695,HARTBEAT SOUR PUNK STICK APPLE,348.82
8850632602071,HARTBEAT SOUR PUNK STICK BBER,348.82
8850632600367,HARTBEAT SOUR PUNK STICK COLA,348.82
8850632604792,HARTBEAT SOUR PUNK STICK MANGO,219
8850632600275,HARTBEAT SOUR PUNK STICK STRAB,348.82
8850632605867,HARTBEAT SOUR PUNK STRAWBERRY,216.14
8901571003648,HORLICKS BISCUIT REGULAR,172
8901571004027,HORLICKS FOODLES ALA MASALA,197
8901571004003,HORLICKS FOODLES MAST MASALA,152
8997009781110,HYDRO COCO COCONUT WATER DRINK,80.52
8888919101467,ICE COOL 100% COCONUT WATER,102.5
8888919123186,ICE COOL COCONUT JUICE CAN,144.9
8888919101450,ICE COOL COCONUT WATER PET,85.75
8888919123988,ICE COOL ROASTED COCONUT JUICE,155.5
8888919124008,ICE COOL ROASTED COCONUT JUICE,107.5
107030001936,ICE COOL YOUNG COCONUT JUICE,99
8888919123698,ICE COOL YOUNG COCONUT JUICE,98
107030414415,ICE COOL YOUNG COCONUT JUICE,82.5
105110746913,JUNGLE OAT SO EASY ASST@20%OFF,12.66
6001275100635,JUNGLE OATSO EASY APPLE&CINAM,95
6001275100666,JUNGLE OATSO EASY CHOCOLATE,95
6001275100673,JUNGLE OATSO EASY NATURAL,95
6001275100680,JUNGLE OATSO EASY STRA&YOGHURT,95
8901216407244,KAMA SUTRA CONDOM CHILL THRILL,270
8901216407220,KAMA SUTRA CONDOM CHILL THRILL,183
8901216405059,KAMA SUTRA CONDOM CONTOURED,153
8901216405028,KAMA SUTRA CONDOM DOTTED,153
8901216407268,KAMA SUTRA CONDOM DOTTED,135
8901216405325,KAMA SUTRA CONDOM EXTRA LARGE,204
8901216405202,KAMA SUTRA CONDOM FLARED,153
8901216405219,KAMA SUTRA CONDOM FLAVOURED,153
8901216407312,KAMA SUTRA CONDOM FRUIT FLAVR,135
8901216405295,KAMA SUTRA CONDOM ICE CREAM,153
8901216407329,KAMA SUTRA CONDOM ICE CREAM,135
8901216405349,KAMA SUTRA CONDOM INTENSITY,204
8901216405714,KAMA SUTRA CONDOM INTENSITY,131
8901216405042,KAMA SUTRA CONDOM PLAIN,153
8901216407282,KAMA SUTRA CONDOM PLAIN,135
8901216405035,KAMA SUTRA CONDOM RIBBED,153
8901216407275,KAMA SUTRA CONDOM RIBBED,135
8901216405332,KAMA SUTRA CONDOM SUPER THIN,204
8901216405691,KAMA SUTRA CONDOM SUPER THIN,131
8901216405318,KAMA SUTRA CONDOM ULTRA THIN,153
8901216407336,KAMA SUTRA CONDOM ULTRATHIN,135
8901216405288,KAMA SUTRA CONDOM VARIETY,153
8901216407305,KAMA SUTRA CONDOM VARIETY,135
8901216407251,KAMA SUTRA CONDOM WARM INTIMCY,270
8901216407206,KAMA SUTRA CONDOM WARM INTIMCY,183
8901216407190,KAMA SUTRA CONDOM WET N WILD,248
8901216407169,KAMA SUTRA CONDOM WET N WILD,175
8901216404984,KAMA SUTRA CONDOM XTRA LARGE,131
8901216405097,KAMA SUTRA CONDOM XTRA PLEAS,131
8901216405264,KAMA SUTRA CONDOM XTRA PLEASUR,226
307070556513,KAMA SUTRA DEO RUSH DARE&STORM,96
307070618211,KAMA SUTRA DEO SPARK,96
8901216812895,KAMA SUTRA DEO SPRAY BLAZE,132
8901216713024,KAMA SUTRA DEO SPRAY DARE,132
8901216812062,KAMA SUTRA DEO SPRAY RUSH,132
8901216713017,KAMA SUTRA DEO SPRAY SPARK,132
8901216812888,KAMA SUTRA DEO SPRAY THRILL,132
8901216713031,KAMA SUTRA DEO SPRAY URGE,132
307070556414,KAMA SUTRA DEO WOO SPARK&URGE,96
9556587104903,KG CROQUETTES CURRY POTATO,91
9556587104910,KG CROQUETTES POTATO,91
9556587104927,KG CROQUETTES POTATO CAULI,91
9556587104934,KG CROQUETTES SPINACH CHEES,91
9556587100875,KG FZ ALOO PARATHA,195
9556587323106,KG FZ CHAPATTI,116
103080032111,KG FZ CHAPATTI,104
9556587101179,KG FZ CHAPATTI VPK,194
9556587988329,KG FZ CHILLI GARLIC PARATHA 4S,122
9556587988121,KG FZ FLAKEY PARATHA,123
9556587101254,KG FZ GARLIC BREAD,59
9556587102589,KG FZ MINI PAROTTA,170
9556587102145,KG FZ OAT CHAPATTI,123
9556587211229,KG FZ PUFF PASTRY SQUARE 4,133
9556587988107,KG FZ ROTI PARATHA PLAIN,127
103080039837,KG FZ ROTI PARATHA PLAIN,100
103080039820,KG FZ ROTI PARATHA PLAIN,127
9556074988115,KG FZ ROTI PARATHA PLAIN VPK,147
9556587988206,KG FZ ROTI PUFF PARATHA ONION,130
9556587101544,KG FZ ROTI WRAPS READY TO EAT,159
9556074410609,KG FZ SAMOSA PAD SHEET 250X80M,181
103080162412,KG FZ SAMOSA PAD SHEET250X80M,120
103080242213,KG FZ SPRING ROL SHEET 7.5X7.5,215
103080242312,KG FZ SPRING ROL SHEET 8.5X8.5,210
9556074310404,KG FZ SPRING ROLL SHEET 10X10,275
103080242510,KG FZ SPRING ROLL SHEET 10X10,215
9556074350400,KG FZ SPRING ROLL SHEET 5X5,266
103080242411,KG FZ SPRING ROLL SHEET 5X5,210
9556074370200,KG FZ SPRING ROLL SHEET7.5X7.5,271
9556074380407,KG FZ SPRING ROLL SHEET8.5X8.5,272
9556587101162,KG FZ WELLNESS WW 9GRAN PARAT,142
9556587101148,KG FZ WELLNESS WW AGOP PARAT,156
9556587101155,KG FZ WELLNESS WW METI PARAT,141
9556587101131,KG FZ WELLNESS WW PARATHA,142
9556587988114,KG FZ WHOLEMEAL PARATHA,133
9556587103210,KG KW TORTILLA WRAPS WHOLEMEAL,158
9556587104521,KG MALABAR ROTI 5S,124
103080225612,KG PLAIN PARATHA 4S PACK,87
6291023140826,KITCHEN KING VINEGAR WHITE,17
6514747006729,KLF  COCONUT COCO MILK PWDR TP,213.1
8906002661688,KLF BABY OIL NIRMAL VIRGIN,304.38
8906002661770,KLF CNUT HOIL NIRMAL JASMINE,297.19
8906002661817,KLF CNUT HOIL NIRMAL JASMINE,400
8906002661169,KLF COCONAD COCONUT MILK,127
8906002661077,KLF COCONAD COCONUT MILK PWDR,250.71
8906002661039,KLF COCONAD COCONUT MILK PWDR,270.38
8906002661114,KLF COCONAD COCONUT MILK PWDR,337.5
8906002662050,KLF COCONAD COCONUT SUGAR,168.75
8906002662036,KLF COCONAD COCONUT SUGAR,254.69
8906002660810,KLF COCONAD PURE COIL 2.5Lt,250
8906002660803,KLF COCONAD PURE COCONUT OIL,285.95
8906002660728,KLF COCONAD PURE COCONUT OIL,331
8906002660537,KLF COCONAD PURE COCONUT OIL,412
8906002660841,KLF COCONAD PURE COCONUT OIL,270
8905082000110,KLF COCONUT MILK TETRA PACK,160
8906002662357,KLF GHEENAD PURE COW GHEE,555.28
8906002662401,KLF GHEENAD PURE COW GHEE,549.53
8906002660353,KLF NIRMAL NATURALS CNUT OIL,330.48
8906002660438,KLF NIRMAL NATURALS CNUT OIL,160.23
8906002661466,KLF NIRMAL VIRGIN CNUT OIL GB,300
8906002661411,KLF NIRMAL VIRGIN CNUT OIL GB,210.65
8906002661534,KLF NIRMAL VIRGIN COIL ORGNC,178.8
8906002661558,KLF NIRMAL VIRGIN COIL ORGNC,198.8
6514747025041,KLF NIRMAL VIRGIN COCO GB SP,255
8906002661381,KLF NIRMAL VIRGIN COCONUT OIL,490
8906002661435,KLF NIRMAL VIRGIN COCONUT OIL,447.5
8906002661480,KLF NIRMAL VIRGIN COCONUT OIL,522.5
8906002661572,KLF NIRMAL XTRA VRGN COIL ORG,238.4
8906002661596,KLF NIRMAL XTRA VRGN COIL ORG,268.4
8906002661695,KLF NRML BABY VIRGIN CNUT OIL,291.25
8906002663255,KLF SESAME OIL ELLUNAD 180ML,295.24
8906002663279,KLF SESAME OIL ELLUNAD 400ML,305
8906002663293,KLF SESAME OIL ELLUNAD 800ML,459.03
8906002661947,KLF SOAP COCOSOFT,313.75
8906002661992,KLF SOAP NIRMAL VIRGIN,438.95
8906002663323,KLF TILNAD SESAME OIL,396
8906002663422,KLF TILNAD SESAME OIL,245.31
8906002663521,KLF TILNAD SESAME OIL,440.13
8901047703065,KOHINOOR PANEER CUBES,330
8901047703072,KOHINOOR PANEER CUBES,406
8901047703089,KOHINOOR PANEER CUBES,389
8888056103683,KOKA BOWL NOODLES BEEF,60
8888056803606,KOKA BOWL NOODLES CHICKEN,60
8888056805600,KOKA BOWL NOODLES MUSHROOM,60
8888056103836,KOKA BOWL NOODLES SEAFOOD,60
8888056805105,KOKA BOWL NOODLES TOM YAM,60
8888056705603,KOKA CUP NOODLES BEEF,85
8888056705108,KOKA CUP NOODLES CHICKEN,85
8888056705214,KOKA CUP NOODLES CHICKEN&CORN,85
8888056706617,KOKA CUP NOODLES CURRY,85
8888056707102,KOKA CUP NOODLES MUSHROOM,85
8888056706105,KOKA CUP NOODLES SEAFOOD,85
8888056707119,KOKA CUP NOODLES TOMATO,85
8888056706518,KOKA CUP NOODLES TOMYAM SHRIMP,85
8888056707218,KOKA CUP NOODLES VEGETABLES,85
8888056820016,KOKA MP NMSG NDLS BLK PEPPER,89
8888056603916,KOKA MPACK NOODLES BEEF,90
8888056603862,KOKA MPACK NOODLES CHICKEN,90
8888056301232,KOKA MPACK NOODLES CHICKEN,90
8888056605606,KOKA MPACK NOODLES CRAB,90
8888056603961,KOKA MPACK NOODLES CURRY,90
105121270919,KOKA MPACK NOODLES CURRY,90
8888056603817,KOKA MPACK NOODLES MASALA,90
8888056603824,KOKA MPACK NOODLES MIGORENG,95
8888056604012,KOKA MPACK NOODLES MUSHROOM,90
8888056604067,KOKA MPACK NOODLES PRAWN,90
8888056708109,KOKA MPACK NOODLES STIR FRIED,90
8888056707607,KOKA MPACK NOODLES TOM YAM,90
8888056708604,KOKA MPACK NOODLES TOMATO,90
8888056708512,KOKA MPACK NOODLES VEGETABLES,90
78895761566,LEE KK BLACK BEAN SAUCE,120.75
78895941593,LEE KUM KEE BLACK PEPPER SAUCE,129.96
78895740042,LEE KUM KEE CHAR SIU SAUCE,131.1
78895731026,LEE KUM KEE CHILI BEAN SAUCE,131.1
78895770018,LEE KUM KEE CHILI GARLIC SAUCE,129.96
78895730012,LEE KUM KEE GUILIN CHILLI SAUC,131.1
78895700015,LEE KUM KEE HOISIN SAUCE,131.1
78895135886,LEE KUM KEE LIGHT SOY SAUCE,124.02
78895128895,LEE KUM KEE MUSHROOM DARK SOY,133.56
78895129625,LEE KUM KEE PDARK SOY SAUCE,100.8
78895300024,LEE KUM KEE PANDA OYSTER SAUCE,131.1
78895300017,LEE KUM KEE PANDA OYSTER SAUCE,103.5
78895122565,LEE KUM KEE PLUM SAUCE,131.1
78895720051,LEE KUM KEE SWEET&SOUR SAUCE,131.1
6287034100171,LIFT UP DRINK GINSENG GUARANA,74.6
6281020010710,LUNA CANNED BAKED BEANS,63.6
6281020010413,LUNA CANNED CHICK PEAS,63.6
6281020010314,LUNA CANNED GREEN PEAS,50.4
6281020010819,LUNA CANNED RED KIDNEY,63.44
6281020010512,LUNA CANNED WHITE BEANS,50.4
6281020300934,LUNA CREAM CHEESE SPREAD,59.4
6281020301030,LUNA CREAM CHEESE SPREAD,89
6281020030114,LUNA CREAM STERLIZED,146
6281020172906,LUNA CREAM STERLIZED ANALOG,137
6281020290433,LUNA CREAME BANANA,163.5
6281020318939,LUNA CREAME CHOLESTEROL FREE,103
6281020290631,LUNA CREAME HONEY,163.5
6281020290532,LUNA CREAME STRAWBERRY,163.5
6281020172456,LUNA ICE COFFEE CAPPUCCINO,80.4
6281020173033,LUNA ICED COFFEE CAPPUCCINO,100
6281020173026,LUNA ICED COFFEE CARAMEL,100
6281020172395,LUNA ICED COFFEE MOCHA,100
6281020172388,LUNA ICED COFFEE ORIGINAL,100
6281020010215,LUNA MEDAMES AMERICAN,50.4
6281020010116,LUNA MEDAMES CHINA,47.78
6281020325630,LUNA MEDAMES EGYPTIAN,33
6281020325531,LUNA MEDAMES SAUDI,33
6281020325937,LUNA MEDAMES SECRET REC,35.97
6281020294738,LUNA MILK CONDENSED,264
6281020053410,LUNA MILK EVAP FCREAM,204
6281020171732,LUNA MILK EVAP FCREAM BOOFIA,144
6281020050211,LUNA MILK EVAP FCREAM EO,193
109040030012,LUNA MILK EVAP FCREAM EO 12P,162
109040030111,LUNA MILK EVAP FCREAM EO 6P,172
6281020297036,LUNA MILK EVAP FCREAM POPULAR,89
6281020299337,LUNA MILK EVAP FCREAM POPULAR,173
6281020106215,LUNA TOMATO PASTE TETRA PACK,57.5
5060402907302,M&MS COOKIES DOUBLE CHOCOLATE,86
5060402905346,M&Ms CHOCOLATE SPREAD,65.7
5056357901243,MALTESERS BISCUITS,140
5056357903926,MALTESERS CHOCOLATE SPREAD,72
5060402907906,MARS CHOCOLATE SPREAD,65.7
5060402908071,MARS COOKIES SOFT BAKED,86
5056357900444,MARS MILK DRINK CHOCO SPTCAP,66
5056357900468,MARS MILKY WAY CHOC MILK DRINK,66
8901743020619,MELAM FISH MASALA,378
8901743020527,MELAM GARAM MASALA,612
8901743040150,MELAM KASHMIRI CHIILLI,318
8901743011327,MELAM MASALA BIRIYANI,378
8901743011723,MELAM MASALA CHICKEN,378
8901743011426,MELAM MASALA MEAT,378
8901743020329,MELAM MEAT MASALA,378
8901743020367,MELAM MUTTON MASALA,378
8901743062060,MELAM PATHIRI PODI,81.6
8901743060226,MELAM PODI PUTTU (WHITE),81
8901743060622,MELAM PODI RICE POWDER,81.6
8901743000406,MELAM POUCH BIRYANI MASALA,378
8901743020114,MELAM POUCH CHICKEN MASALA,378
8901743070027,MELAM POUCH SAMBAR MASALA,378
8901743040228,MELAM POWDER CORIANDER,231
8901743040129,MELAM POWDER RED CHILLY,252
8901743040334,MELAM POWDER TURMERIC,240
781584588862,MELAM1MEAT+BRYNI+CHCKN MSLA SP,252
781584588855,MELAM2BIRYANI+1 MEAT MASALA SP,252
781584588848,MELAM2BIRYANI+1CHCKN MASALA SP,252
781584588879,MELAM2CHICKEN+1 MEAT MASALA SP,252
5056357903902,MILKYWAY CHOCOLATE SPREAD,72
9501052027508,MINARA 1.5LTR TWIN PACK,120
9501052028956,MINARA AREEJ PRO FRYING OIL,140
9501052022053,MINARA PREMIUM SUNFLOWER OIL,115
9501052001119,MINARA PURE SUNFLOWER OIL PVC,135
9501052022565,MINARA SHORTENING,110
42768919323,MUNCHBOX  NUTS CHOCALMONDS,55
755003827788,MUNCHBOX  NUTS CHOCALMONDS,112.5
42768919361,MUNCHBOX  NUTS NUTTY PROFESSOR,55
755003827771,MUNCHBOX  NUTS NUTTY PROFESSOR,112.5
755003828150,MUNCHBOX  NUTS SMOKEY BBQ,112.5
755003827801,MUNCHBOX  NUTS WASACORN,112.5
742488689567,MUNCHBOX CHIPS BBQ ALMOND,195
742488689581,MUNCHBOX CHIPS BROCOLI CHEESE,195
742488689604,MUNCHBOX CHIPS CAULI CHILLI LI,195
742488689598,MUNCHBOX CHIPS CAULI SEA SALT,195
742488689574,MUNCHBOX CHIPS SOUR CREAM ALMD,195
755003828259,MUNCHBOX CHOCO WAFER 2 FINGER,135
755003828228,MUNCHBOX CHOCOLATE CRISP,129
755003827825,MUNCHBOX CRISPIES CHOCO,57.5
42768918678,MUNCHBOX EBALL CHIACHOCO,72.5
42768918975,MUNCHBOX EBALL CINAMON&VNL,72.5
42768918463,MUNCHBOX EBALLS COCONUT,72.5
42768918685,MUNCHBOX EB CRANBANANA,72.5
759170105151,MUNCHBOX GRANOLA CHIA CHOCO,333
759170105144,MUNCHBOX GRANOLA HONEY ALMOND,333
759170105137,MUNCHBOX GRANOLA STRAWBERRY,333
742488689154,MUNCHBOX K BARS CHOC WAFER X2,135
755003828198,MUNCHBOX K BARS CHOCOALTE HAZL,97.5
755003828396,MUNCHBOX KETO COOKIES CHCHIPS,75
755003828419,MUNCHBOX KETO COOKIES DBCHOCO,75
755003828433,MUNCHBOX KETO COOKIES PECAN,75
755003828181,MUNCHBOX LOW CARB CHOC BROWNIE,162.5
755003828204,MUNCHBOX LOW CARB CHOC VANILLA,162.5
755003828303,MUNCHBOX MUNCH CRISPIE MALLOWS,57.5
755003827818,MUNCHBOX MUNCH CRISPIE SBERRY,57.5
742488689611,MUNCHBOX POPCORN BUTTER,143.75
742488689628,MUNCHBOX POPCORN CHEESE,143.75
742488689635,MUNCHBOX POPCORN SALTED,143.75
742488689222,MUNCHBOX POPS  HAZELNUT CRM,75
742488689215,MUNCHBOX POPS  PEANUT CREAM,75
742488689208,MUNCHBOX POPS COCO DARK CHOCO,75
742488689192,MUNCHBOX POPS COCO WHITE CHOCO,75
